feature_1,target
4.967141530112327,10.747717169832837
-1.3826430117118464,1.6456177372108707
6.476885381006925,26.00351097775308
15.230298564080254,47.668123000024565
-2.3415337472333597,1.3625416416398295
-2.3413695694918055,7.016399859669967
15.792128155073915,76.23824347732705
7.674347291529088,34.768820002905656
-4.694743859349521,-1.5087276708209192
5.425600435859646,25.532342149917266
-4.634176928124623,-23.09024293736428
-4.657297535702568,-4.237031361599874
2.419622715660341,17.861170246391286
-19.13280244657798,-22.765986214881075
-17.249178325130327,-43.6711446232022
-5.622875292409727,-3.853152453893057
-10.128311203344238,-20.732051307085143
3.142473325952739,7.7406396016628936
-9.08024075521211,-5.812494120486123
-14.123037013352915,-24.849780713191006
14.65648768921554,61.879782538077095
-2.2577630048653567,-5.86716356254346
0.6752820468792384,26.053789249998708
-14.247481862134567,-46.76095621432651
-5.443827245251827,-0.46291079775277844
1.1092258970986608,35.23223394939576
-11.509935774223027,-34.43517057397597
3.7569801834567196,15.60796325434244
-6.006386899188049,-7.022647046687734
-2.916937497932768,-3.7855690349602957
-6.017066122293969,-23.557832677543235
18.522781845089376,66.2539752833284
-0.13497224737933922,-1.0279538793990657
-10.577109289559004,-16.995403562325198
8.22544912103189,25.482105020757643
-12.208436499710222,-11.12596544895527
2.088635950047554,8.433374926780289
-19.596701238797756,-52.01071887845002
-13.281860488984305,-21.71040929325622
1.9686123586912352,3.597193911734154
7.384665799954105,34.428596745903604
1.713682811899705,28.212475978523397
-1.1564828238824052,-9.54428081725949
-3.011036955892888,2.813227717644378
-14.785219903674275,-31.75683176853859
-7.198442083947087,-3.777097534068157
-4.606387709597875,-16.188670237574446
10.571222262189156,28.50910065572471
3.436182895684614,25.52796434322282
-17.63040155362734,-39.921357928550165
3.24083969394795,22.227447585302613
-3.8508228041631654,1.9120136824802607
-6.769220003059587,-17.107907224963668
6.116762888408679,30.67282563683607
10.30999522495951,43.86071040786534
9.312801191161986,30.794889393222277
-8.392175232226386,3.4812194147684075
-3.092123758512146,5.461957933581438
3.3126343140356393,8.02486797008043
9.755451271223592,45.831889900009074
-4.791742378452899,-14.122043837631914
-1.8565897666381712,12.301076737510007
-11.063349740060282,-11.604093430106806
-11.962066240806708,-34.093021905937235
8.12525822394198,44.009535964269155
13.562400285708229,54.81501012648967
-0.7201012158033384,16.060297952534885
10.03532897892024,59.0739167633002
3.6163602504763412,18.39519959140032
-6.451197546051243,-16.890954281728625
3.6139560550841394,11.946723868997186
15.380365664659692,47.98299414432469
-0.35826039109951535,8.154201732560411
15.646436558140062,60.35082942258663
-26.197451040897445,-65.82544512939214
8.219025043752238,42.92890762161695
0.8704706823817121,12.741430965924208
-2.990073504658674,15.565120257597146
0.917607765355023,10.106254963685508
-19.875689146008927,-22.425375772130597
-2.1967188783751195,9.666516842524704
3.5711257151174642,12.141801581189567
14.778940447415161,43.62789636163436
-5.182702182736474,-0.7233823957775689
-8.084936028931876,-16.489435940054136
-5.017570435845365,2.0872936333848235
9.154021177020741,42.19443977679768
3.2875110965968446,19.134244163221805
-5.297602037670388,-14.360743293695215
5.132674331133561,10.249550746542038
0.9707754934804038,8.447176959771001
9.686449905328892,47.6233376592214
-7.020530938773524,-8.92065537501853
-3.2766214659776822,-12.287252185052928
-3.921081531321576,-0.03143533545290822
-14.635149481321186,-30.05227464667519
2.9612027706457607,10.04503394992595
2.6105527217988933,19.36890922485196
0.051134566424608896,10.735490883733826
-2.345871333751469,-8.46731697956064
